19|16
19|73
19|33
19|64
19|18
19|42
19|66
19|98
18|42
18|86
18|75
18|24
18|93
18|41
18|65
18|64
18|33
18|57
18|55
18|54
18|32
18|13
18|79
18|39
18|82
18|48
18|15
18|16
18|81
18|66
18|47
18|53
95|18
95|81
95|35
95|73
95|42
95|67
95|54
95|82
95|78
95|32
95|98
95|61
95|24
95|16
95|48
95|53
95|12
95|64
95|75
95|33
95|19
95|39
95|41
95|94
43|82
43|54
43|18
43|73
43|42
43|33
43|94
43|67
43|12
43|35
43|16
43|24
43|78
43|19
43|64
43|48
43|75
43|81
43|98
43|61
43|39
43|41
43|32
43|95
28|95
28|98
28|73
28|27
28|26
28|89
28|78
28|34
28|18
28|43
28|42
28|12
28|94
28|64
28|67
28|44
28|61
28|71
28|31
28|75
28|37
28|81
28|19
28|35
42|54
42|86
42|82
42|55
42|47
42|57
42|93
42|92
42|81
42|41
42|97
42|48
42|32
42|91
42|16
42|65
42|13
42|15
42|53
42|66
42|24
42|79
42|39
42|33
55|31
55|89
55|46
55|26
55|12
55|91
55|71
55|94
55|92
55|37
55|67
55|43
55|65
55|28
55|34
55|44
55|79
55|19
55|93
55|35
55|61
55|95
55|27
55|97
27|16
27|35
27|94
27|12
27|37
27|26
27|61
27|44
27|48
27|31
27|98
27|89
27|42
27|95
27|43
27|81
27|75
27|18
27|34
27|67
27|19
27|64
27|73
27|78
97|43
97|92
97|78
97|46
97|89
97|26
97|37
97|91
97|73
97|95
97|94
97|98
97|35
97|34
97|12
97|28
97|61
97|27
97|71
97|67
97|31
97|44
97|18
97|19
79|95
79|12
79|61
79|73
79|37
79|92
79|19
79|94
79|28
79|46
79|67
79|43
79|89
79|71
79|27
79|34
79|97
79|91
79|35
79|98
79|93
79|31
79|26
79|44
82|34
82|26
82|55
82|66
82|44
82|86
82|47
82|92
82|41
82|27
82|13
82|97
82|57
82|79
82|15
82|71
82|46
82|53
82|91
82|65
82|37
82|28
82|93
82|31
26|24
26|39
26|19
26|35
26|73
26|16
26|67
26|95
26|42
26|54
26|78
26|48
26|94
26|64
26|89
26|75
26|81
26|98
26|37
26|12
26|43
26|61
26|18
26|33
44|48
44|61
44|33
44|12
44|54
44|75
44|42
44|43
44|95
44|26
44|35
44|98
44|16
44|78
44|89
44|94
44|73
44|37
44|67
44|31
44|81
44|19
44|18
44|64
32|65
32|34
32|97
32|92
32|66
32|44
32|71
32|26
32|57
32|27
32|13
32|41
32|31
32|91
32|47
32|93
32|79
32|46
32|82
32|53
32|55
32|28
32|86
32|15
41|93
41|46
41|27
41|66
41|37
41|89
41|57
41|31
41|97
41|26
41|71
41|53
41|47
41|44
41|92
41|91
41|79
41|86
41|28
41|65
41|15
41|34
41|55
41|13
12|73
12|64
12|19
12|82
12|78
12|41
12|18
12|86
12|98
12|39
12|42
12|67
12|94
12|24
12|54
12|81
12|33
12|57
12|48
12|16
12|32
12|75
12|35
12|53
64|54
64|33
64|39
64|48
64|13
64|42
64|65
64|82
64|79
64|97
64|92
64|47
64|41
64|55
64|15
64|24
64|53
64|86
64|16
64|81
64|93
64|57
64|32
64|66
91|67
91|61
91|35
91|27
91|12
91|44
91|28
91|98
91|71
91|73
91|34
91|75
91|95
91|26
91|64
91|94
91|78
91|31
91|46
91|37
91|43
91|19
91|18
46|34
46|89
46|75
46|67
46|94
46|35
46|71
46|28
46|61
46|12
46|42
46|98
46|27
46|73
46|64
46|26
46|31
46|37
46|78
46|44
46|95
46|18
98|82
98|53
98|15
98|48
98|32
98|86
98|81
98|47
98|16
98|57
98|54
98|41
98|33
98|78
98|13
98|75
98|42
98|39
98|55
98|73
98|24
67|78
67|94
67|41
67|73
67|64
67|75
67|48
67|81
67|66
67|24
67|35
67|39
67|16
67|18
67|32
67|53
67|82
67|98
67|15
67|33
65|89
65|12
65|93
65|43
65|35
65|91
65|92
65|26
65|31
65|46
65|97
65|71
65|44
65|19
65|95
65|67
65|34
65|94
65|98
78|54
78|47
78|42
78|53
78|82
78|57
78|16
78|13
78|79
78|55
78|48
78|18
78|86
78|41
78|81
78|64
78|15
78|66
53|71
53|97
53|92
53|46
53|66
53|27
53|57
53|28
53|91
53|31
53|13
53|79
53|26
53|55
53|37
53|93
53|43
33|34
33|66
33|27
33|71
33|86
33|28
33|47
33|55
33|93
33|82
33|65
33|57
33|41
33|39
33|53
33|15
35|66
35|16
35|13
35|57
35|42
35|24
35|78
35|15
35|33
35|82
35|75
35|64
35|41
35|54
35|32
93|46
93|27
93|37
93|97
93|35
93|78
93|71
93|61
93|98
93|31
93|91
93|12
93|34
93|43
48|66
48|97
48|15
48|91
48|82
48|33
48|39
48|93
48|47
48|28
48|57
48|53
48|92
34|35
34|37
34|94
34|48
34|98
34|16
34|81
34|43
34|61
34|19
34|89
34|31
24|91
24|32
24|46
24|28
24|93
24|53
24|92
24|66
24|55
24|13
24|47
15|43
15|65
15|91
15|37
15|79
15|71
15|34
15|61
15|31
15|95
61|35
61|32
61|54
61|18
61|41
61|73
61|12
61|39
61|75
73|65
73|32
73|41
73|24
73|82
73|81
73|13
73|48
94|15
94|81
94|35
94|32
94|41
94|39
94|98
54|53
54|32
54|41
54|24
54|97
54|71
47|27
47|34
47|67
47|93
47|12
57|91
57|55
57|95
57|37
75|86
75|13
75|65
37|89
37|24
81|79
